"CID","CanonicalSMILES","IUPACName","Title","MolecularFormula","MolecularWeight","XLogP","HBondDonorCount","HBondAcceptorCount"
826,"CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)O)C(=O)O)N","2-amino-6-[[4-(2-aminopropanoylamino)-4-carboxybutanoyl]amino]heptanedioic acid","Alanyl-N-(5-amino-1,5-dicarboxypentyl)glutamine","C15H26N4O8",390.39,-6.9,7,10
827,"C(C(C(C(CO)O)O)O)O","pentane-1,2,3,4,5-pentol","Pentitol","C5H12O5",152.15,-2.500,5,5
828,"C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O","2-[[N'-(4-amino-4-carboxybutyl)carbamimidoyl]amino]butanedioic acid","Argininosuccinate","C10H18N4O6",290.27,-4.7,6,8
829,"C(C=O)C(C(=O)O)N","2-amino-4-oxobutanoic acid","2-Amino-4-oxobutanoic acid","C4H7NO3",117.10,-3.9,2,4
830,"C(C(C(=O)O)N)OC(=O)C=[N+]=[N-]","2-amino-3-(2-diazoacetyl)oxypropanoic acid","D-Azaserine","C5H7N3O4",173.13,-3.2,2,6
831,"C(C(C(=O)O)N)OC(=C[N+]#N)O","2-(2-amino-2-carboxyethoxy)-2-hydroxyethenediazonium","2-(2-Amino-2-carboxyethoxy)-2-hydroxyethenediazonium","C5H8N3O4+",174.13,-2.6,3,6
832,"C(C(C(=O)O)N)C(=O)OP(=O)(O)O","2-amino-4-oxo-4-phosphonooxybutanoic acid","2-Amino-4-oxo-4-phosphonooxybutanoic acid","C4H8NO7P",213.08,-5.2,4,8
833,"C(CC(C(=O)O)N)CNC(=O)N","2-amino-5-(carbamoylamino)pentanoic acid","DL-Citrulline","C6H13N3O3",175.19,-4.300,4,4
834,"C(CSCC(C(=O)O)N)C(C(=O)O)N","2-amino-4-(2-amino-2-carboxyethyl)sulfanylbutanoic acid","Cystathionine","C7H14N2O4S",222.26,-6.0,4,7
835,"C(C(C1C(=O)C(=O)C(=O)O1)O)O","5-(1,2-dihydroxyethyl)oxolane-2,3,4-trione","5-(1,2-Dihydroxyethyl)oxolane-2,3,4-trione","C6H6O6",174.11,-1.0,2,6
836,"C1=CC(=C(C=C1CC(C(=O)O)N)O)O","2-amino-3-(3,4-dihydroxyphenyl)propanoic acid","DL-Dopa","C9H11NO4",197.19,-2.700,4,5
837,"C1C2=CC(NC2=CC(=O)C1=O)C(=O)O","5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid","5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid","C9H7NO4",193.16,-0.8,2,5
838,"CNCC(C1=CC(=C(C=C1)O)O)O","4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol","DL-Adrenaline","C9H13NO3",183.20,-1.400,4,4
839,"C(C(C(=O)O)N)C(C(=O)O)O","2-amino-4-hydroxypentanedioic acid","2-Amino-4-hydroxypentanedioic acid","C5H9NO5",163.13,-4.100,4,6
840,"CC1C(C(C(C(O1)O)O)O)O","6-methyloxane-2,3,4,5-tetrol","6-Deoxy-Hexose","C6H12O5",164.16,-2.1,4,5
841,"CC(C(C(C(=O)CO)O)O)O","1,3,4,5-tetrahydroxyhexan-2-one","1,3,4,5-Tetrahydroxyhexan-2-one","C6H12O5",164.16,-2.2,4,5
842,"C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N","2-amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid","2-Amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid","C8H14N2O5S",250.27,-3.8,5,7
843,"C(CC(=O)OP(=O)(O)O)C(C(=O)O)N","2-amino-5-oxo-5-phosphonooxypentanoic acid","5-Oxo-5-(phosphonooxy)norvaline","C5H10NO7P",227.11,-5.000,4,8
844,"C(CC(C(=O)O)N)C=O","2-amino-5-oxopentanoic acid","2-Amino-5-oxopentanoic acid","C5H9NO3",131.13,-3.800,2,4
845,"C1=C(NC=N1)CC(COP(=O)(O)O)N","[2-amino-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate","Phosphoric acid 2-amino-3-(1H-imidazole-4-yl)propyl ester","C6H12N3O4P",221.15,-4.6,4,6
846,"C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N","2-amino-4-(2-aminophenyl)-4-oxobutanoic acid","Kynurenine","C10H12N2O3",208.21,-2.200,3,5
847,"CS(=O)CCC(C(=O)O)N","2-amino-4-methylsulfinylbutanoic acid","Methionine sulfoxide","C5H11NO3S",165.21,-4.100,2,5
848,"CC(C)(CO)C(C(=O)O)O","2,4-dihydroxy-3,3-dimethylbutanoic acid","2,4-Dihydroxy-3,3-dimethylbutanoic acid","C6H12O4",148.16,-0.3,3,4
849,"C1CCNC(C1)C(=O)O","piperidine-2-carboxylic acid","Pipecolic acid","C6H11NO2",129.16,-2.300,2,3
850,"C(C(C(C(=O)CO)O)O)OP(=O)(O)O","(2,3,5-trihydroxy-4-oxopentyl) dihydrogen phosphate","2-Pentulose, 5-(dihydrogen phosphate)","C5H11O8P",230.11,-3.7,5,8
851,"C(C(C(=O)O)N)[SeH]","2-amino-3-selanylpropanoic acid","2-Amino-3-selanylpropanoic acid","C3H7NO2Se",168.06,"",2,3
852,"CC(C(C(=O)O)N)C(=O)O","2-amino-3-methylbutanedioic acid","2-Amino-3-methylsuccinic acid","C5H9NO4",147.13,-3.3,3,5
853,"C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N","2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid","DL-Thyroxine","C15H11I4NO4",776.87,2.4,3,5
854,"C(C(C(C(C=O)O)O)O)O","2,3,4,5-tetrahydroxypentanal","DL-Arabinose","C5H10O5",150.13,-2.300,4,5
855,"CC(C=O)O","2-hydroxypropanal","Lactaldehyde","C3H6O2",74.08,-0.5,1,2
856,"CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C","4,4,10,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","Lanosta-8,24-dien-3-ol","C30H50O",426.7,8.9,1,1
857,"CC(C)CC(C(=O)O)N","2-amino-4-methylpentanoic acid","DL-Leucine","C6H13NO2",131.17,-1.500,2,3
858,"C1C=CCC(=CC=CC2C(O2)CCCC=O)C=C1","4-[3-(3-cyclohepta-2,5-dien-1-ylideneprop-1-enyl)oxiran-2-yl]butanal","CID 858","C16H20O2",244.33,2.8,0,2
859,"CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)C)NC(=O)CCC(C(=O)O)N","6-[2-[(4-amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid","6-[2-[(4-Amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid","C31H49N3O8S",623.8,0.8,6,10
860,"CCC=CCC=CCC=CCCCCCCCC(=O)O","octadeca-9,12,15-trienoic acid","9,12,15-Octadecatrienoic acid","C18H30O2",278.4,5.900,1,2
861,"C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O","2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid","Rathyronine","C15H12I3NO4",650.97,1.7,3,5
862,"CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)CO)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O","[3-hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate","[3-Hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate","C68H130N2O23P2",1405.7,14.4,12,23
863,"C1CSSC1CCCCC(=O)N","5-(dithiolan-3-yl)pentanamide","Lipoamide","C8H15NOS2",205.3,1.0,1,3
864,"C1CSSC1CCCCC(=O)O","5-(dithiolan-3-yl)pentanoic acid","Thioctic acid","C8H14O2S2",206.3,1.7,1,4
865,"C(CC(C(=O)O)N)CC(C(=O)O)N","2,6-diaminoheptanedioic acid","2,6-Diaminopimelic acid","C7H14N2O4",190.20,-5.9,4,6
866,"C(CCN)CC(C(=O)O)N","2,6-diaminohexanoic acid","DL-Lysine","C6H14N2O2",146.19,-3.000,3,4
867,"C(C(=O)O)C(=O)O","propanedioic acid","Malonic acid","C3H4O4",104.06,-0.800,2,4
868,"C(C=O)C(=O)O","3-oxopropanoic acid","3-Oxopropanoic acid","C3H4O3",88.06,-0.6,1,3
869,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O","3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid","3-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid","C24H38N7O19P3S",853.6,-5.900,10,24
870,"C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O","2-[6-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","Amylotetraose; Fujioligo 450; alpha-1,4-Tetraglucose","C24H42O21",666.6,-9.0,14,21
871,"C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O","2-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","Globotriose","C18H32O16",504.4,-6.9,11,16
872,"C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol","Polydextrose","C12H22O11",342.30,-4.7,8,11
873,"C1=CC=C(C(=C1)CCC(=O)O)O","3-(2-hydroxyphenyl)propanoic acid","3-(2-Hydroxyphenyl)propanoic acid","C9H10O3",166.17,1.400,2,3
874,"CC(=CC(=O)O)C(=O)O","2-methylbut-2-enedioic acid","2-Methylbut-2-enedioic acid","C5H6O4",130.10,-0.1,2,4
875,"C(C(C(=O)O)O)(C(=O)O)O","2,3-dihydroxybutanedioic acid","Tartaric acid","C4H6O6",150.09,-1.9,4,6
876,"CSCCC(C(=O)O)N","2-amino-4-methylsulfanylbutanoic acid","DL-Methionine","C5H11NO2S",149.21,-1.900,2,4
877,"CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate","Methacrylyl-CoA (not stereospecified)","C25H40N7O17P3S",835.6,-4.600,9,22
878,"CS","methanethiol","Methanethiol","CH4S",48.11,0.5,1,1
879,"C1=CC(=CC=C1CCNC(=O)CCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)CCC(C(CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CN","7-[[4-[[4-[2-[4-[[5-(aminomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-1-carboxy-4-oxobutyl]amino]-1-carboxy-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid","7-[[4-[[4-[2-[4-[[5-(Aminomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-1-carboxy-4-oxobutyl]amino]-1-carboxy-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid","C34H44N4O15",748.7,-3.7,9,16
880,"CC(=O)C=O","2-oxopropanal","Methylglyoxal","C3H4O2",72.06,-0.400,0,2
881,"[CH3-]","carbanide","Methanide","CH3-",15.035,0.6,0,1
882,"CC1C(N(C2=C(N1)NC(=NC2=O)N)C)C(C)NC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)([O-])OC(CCC(=O)O)C(=O)O)O)O)O)O)O","[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate","","C31H46N6O16P-",789.7,-3.3,11,19
883,"CC1C(N(C2=C(N1)NC(=NC2=O)N)C)C(C)NC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O","2-[[5-[5-[4-[1-(2-amino-5,7-dimethyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)ethylamino]phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid","","C31H47N6O16P",790.7,-3.3,12,19
884,"C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O","2-[[4-(3-amino-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)benzoyl]amino]pentanedioic acid","","C20H23N7O6",457.4,-0.5,6,9
885,"CC1C2C(N(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)([O-])OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C","[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methyl 1,3-dicarboxypropyl phosphate","","C31H44N6O16P-",787.7,-3.3,10,19
886,"CC1C2C(N(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C","2-[[5-[5-[4-(3-amino-6,7-dimethyl-1-oxo-4,5,6,6a,7,9-hexahydroimidazo[1,5-f]pteridin-8-yl)phenyl]-2,3,4-trihydroxypentoxy]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxypentanedioic acid","","C31H45N6O16P",788.7,-3.3,11,19
887,"CO","methanol","Methanol","CH4O",32.042,-0.5,1,1
888,"[Mg+2]","magnesium(2+)","Magnesium ion","Mg+2",24.305,"",0,0
889,"[MgH2]","magnesium dihydride","","H2Mg",26.321,"",0,0
890,"C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O","(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate","Phytic acid","C6H18O24P6",660.04,-10.3,12,24
891,"COC(=O)C(=CC(=O)O)CC(=O)O","3-methoxycarbonylpent-2-enedioic acid","3-Methoxycarbonylpent-2-enedioic acid","C7H8O6",188.13,-0.6,2,6
892,"C1(C(C(C(C(C1O)O)O)O)O)O","cyclohexane-1,2,3,4,5,6-hexol","Inositol","C6H12O6",180.16,-3.7,6,6
893,"CSCCS(=O)(=O)O","2-methylsulfanylethanesulfonic acid","methyl coenzyme M","C3H8O3S2",156.2,-0.2,1,4
894,"C1=CC=C(C(=C1)C(=O)O)NC2C(C(C(O2)COP(=O)(O)O)O)O","2-[[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid","2-[[3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid","C12H16NO9P",349.23,-1.2,6,10
895,"C(CCC(=O)NCCCCCC(=O)O)CCN","6-(6-aminohexanoylamino)hexanoic acid","6-(6-Aminohexanamido)hexanoic acid","C12H24N2O3",244.33,-2.1,3,4
896,"CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide","Melatonin","C13H16N2O2",232.28,0.800,2,2
897,"CC(=O)NC1C(C(C(OC1N)CO)O)O","N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide","N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide","C8H16N2O5",220.22,-2.000,5,6
898,"CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O","(5-acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate","(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate","C8H16NO9P",301.19,-4.2,6,9
899,"CC(=O)NC1C(C(C(OC1O)CO)O)O","N-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide","N-Acetylhexosamine","C8H15NO6",221.21,-1.700,5,6
900,"CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O","[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate","N-acetyl-D-hexosamine 1-phosphate","C8H16NO9P",301.19,-3.7,6,9
901,"CC(=O)NC(CCC(=O)OP(=O)(O)O)C(=O)O","2-acetamido-5-oxo-5-phosphonooxypentanoic acid","N-(1-Hydroxyethylidene)-5-oxo-5-(phosphonooxy)norvaline","C7H12NO8P",269.15,-2.3,4,8
902,"CC(=O)NCCC(C(=O)O)N","4-acetamido-2-aminobutanoic acid","Butanoic acid, 4-(acetylamino)-2-amino-","C6H12N2O3",160.17,-4.400,3,4
903,"CC(=O)NCCC1=CNC2=C1C=C(C=C2)O","N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide","N-Acetyl-5-hydroxytryptamine","C12H14N2O2",218.25,0.500,3,2
904,"CC(=O)NC1=CC=CC=C1","N-phenylacetamide","Acetanilide","C8H9NO",135.16,1.200,1,1
905,"CC(=O)NC(CCC=O)C(=O)O","2-acetamido-5-oxopentanoic acid","CID 905","C7H11NO4",173.17,-1.0,2,4
906,"CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O","5-acetamido-2,4-dihydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid","Sialic acid","C11H19NO9",309.27,-3.5,7,9
907,"CC(=O)NC(CCCN)C(=O)O","2-acetamido-5-aminopentanoic acid","N-Acetyl-ornithine","C7H14N2O3",174.20,-4.800,3,4
908,"C(C(=O)O)N=CN","2-(aminomethylideneamino)acetic acid","Formiminoglycine","C3H6N2O2",102.09,-1.0,2,3
909,"C(CC(=O)O)C(C(=O)O)N=CN","2-(aminomethylideneamino)pentanedioic acid","n-Formimidoyl-glutamic acid","C6H10N2O4",174.15,-1.1,3,5
910,"C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)NC=O","2-amino-4-(2-formamidophenyl)-4-oxobutanoic acid","N-formylkynurenine","C11H12N2O4",236.22,-2.300,3,5
911,"CSCCC(C(=O)O)NC=O","2-formamido-4-methylsulfanylbutanoic acid","N-Formyl-DL-methionine","C6H11NO3S",177.22,0.2,2,4
912,"CNCCC1=CN=CN1","2-(1H-imidazol-5-yl)-N-methylethanamine","1H-Imidazole-4-ethanamine, N-methyl-","C6H11N3",125.17,-0.200,2,2
913,"CNCC(C1=CC=CC=C1)O","2-(methylamino)-1-phenylethanol","N-methylphenylethanolamine","C9H13NO",151.21,-0.300,2,2
914,"CNC(CC1=CNC2=CC=CC=C21)C(=O)O","3-(1H-indol-3-yl)-2-(methylamino)propanoic acid","3-(1H-indol-3-yl)-2-(methylamino)propanoic acid","C12H14N2O2",218.25,-0.500,3,3
915,"C(CC(C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O","2-(3-carboxypropanoylamino)-6-oxoheptanedioic acid","N-Succinyl-2-amino-6-oxopimelate","C11H15NO8",289.24,-1.3,4,8
916,"CC(=O)NCCCNCCCCNCCCN","N-[3-[4-(3-aminopropylamino)butylamino]propyl]acetamide","N1-acetylspermine","C12H28N4O",244.38,-0.8,4,4
917,"CN1CNC2=C(C1N)NC=N2","1-methyl-2,3,6,7-tetrahydropurin-6-amine","1-methyl-2,3,6,7-tetrahydro-1H-purin-6-amine","C6H11N5",153.19,-0.7,3,4
918,"C(CC(=O)O)C(C(=O)O)NC(=O)CCC(=O)O","2-(3-carboxypropanoylamino)pentanedioic acid","2-(3-Carboxypropanoylamino)pentanedioic acid","C9H13NO7",247.20,-1.5,4,7
919,"C(CC(C(=O)O)NC(=O)CCC(=O)O)CO","2-(3-carboxypropanoylamino)-5-hydroxypentanoic acid","2-(3-Carboxypropanoylamino)-5-hydroxypentanoic acid","C9H15NO6",233.22,-1.4,4,6
920,"C(CC(C(=O)O)NC(=O)CCC(=O)O)CN","5-amino-2-(3-carboxypropanoylamino)pentanoic acid","N~2~-(3-Carboxypropanoyl)ornithine","C9H16N2O5",232.23,-3.9,4,6
921,"CN1C(CCNC1=O)N","6-amino-1-methyl-1,3-diazinan-2-one","6-Amino-1-methyl-hexahydropyrimidin-2-one","C5H11N3O",129.16,-1.1,2,2
922,"CNC(=O)CCC(C(=O)O)N","2-amino-5-(methylamino)-5-oxopentanoic acid","2-Amino-5-(methylamino)-5-oxopentanoic acid","C6H12N2O3",160.17,-3.900,3,4
923,"[Na+]","sodium(1+)","Sodium ion","Na+",22.9897693,"",0,0
924,"[NaH]","sodium hydride","","HNa",23.9977,"",0,0
925,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate","beta-Nicotinamide adenine dinucleotide","C21H27N7O14P2",663.4,-6.000,7,18
926,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","C21H28N7O14P2+",664.4,-5.900,8,18
927,"C1C(C(C(O1)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O)O","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate","[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate","C15H23N5O13P2",543.32,-5.600,7,17
928,"C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","Dihydronicotinamide formycin dinucleotide","C21H29N7O14P2",665.4,-5.700,8,19
929,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N","[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","beta-NADP-sodium salt","C21H29N7O17P3+",744.4,-7.000,9,21
930,"C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O","[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate","NADP(H)","C21H30N7O17P3",745.4,-6.800,9,22
931,"C1=CC=C2C=CC=CC2=C1","naphthalene","Naphthalene","C10H8",128.17,3.300,0,0
932,"C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O","5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one","Naringenin","C15H12O5",272.25,2.4,3,5
933,"[NH3+]O","hydroxyazanium","Hydroxyammonium","H4NO+",34.038,-1.2,2,1
934,"[Ni+2]","nickel(2+)","Nickel (II) ion","Ni+2",58.693,"",0,0
935,"[Ni]","nickel","Nickel","Ni",58.693,"",0,0
936,"C1=CC(=CN=C1)C(=O)N","pyridine-3-carboxamide","Nicotinamide","C6H6N2O",122.12,-0.400,1,2
937,"C1=CC(=CN=C1)C(=O)[O-]","pyridine-3-carboxylate","Nicotinate","C6H4NO2-",122.10,0.900,0,3
938,"C1=CC(=CN=C1)C(=O)O","pyridine-3-carboxylic acid","Nicotinic acid","C6H5NO2",123.11,0.400,1,3
939,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)N","[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","[5-(3-Carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","C11H16N2O8P+",335.23,-3.4,5,8
